ID,Gender,Marital_Status,Age,Education,Income,Occupation,Settlement_Size
100001262,Male,Not-Single,26,High School,120389,Skilled,mid-Sized City
100001263,Male,Not-Single,36,High School,165340,Skilled,mid-Sized City
100001264,Male,Single,36,High School,119804,Skilled,mid-Sized City
100001265,Male,Single,57,Graduate,154344,Management/officer/self-employed,mid-Sized City
100001266,Male,Not-Single,31,High School,106266,Management/officer/self-employed,Big City
100001267,Male,Single,45,High School,136129,Skilled,mid-Sized City
100001268,Male,Single,40,High School,151914,Management/officer/self-employed,mid-Sized City
100001269,Male,Not-Single,21,High School,121473,Skilled,mid-Sized City
100001270,Male,Single,46,High School,127147,Skilled,Big City
100001271,Male,Single,35,High School,125387,Skilled,Big City
100001272,Male,Not-Single,31,High School,139490,unemployed/unskilled,Big City
100001273,Male,Single,51,High School,124990,Skilled,Big City
100001274,Male,Not-Single,21,High School,101471,Management/officer/self-employed,mid-Sized City
100001275,Male,Single,48,High School,155708,Skilled,mid-Sized City
100001276,Male,Single,48,High School,142345,Skilled,Big City
100001277,Male,Single,68,Graduate,148675,unemployed/unskilled,mid-Sized City
100001278,Male,Not-Single,45,Graduate,116484,Skilled,Big City
100001279,Male,Single,35,High School,150237,Management/officer/self-employed,Big City
100001280,Male,Not-Single,22,High School,100273,Skilled,Big City
100001281,Male,Single,44,High School,122292,unemployed/unskilled,mid-Sized City
100001282,Male,Single,52,High School,159216,Skilled,mid-Sized City
100001283,Male,Single,48,High School,130082,Skilled,Big City
100001284,Male,Single,33,High School,139547,Skilled,Big City
100001285,Male,Not-Single,35,High School,122895,Skilled,mid-Sized City
100001286,Male,Not-Single,64,Graduate,154549,Skilled,mid-Sized City
100001287,Male,Single,58,High School,149315,unemployed/unskilled,Big City
100001288,Male,Not-Single,24,High School,118101,unemployed/unskilled,Big City
100001289,Male,Single,40,High School,115831,unemployed/unskilled,Big City
100001290,Male,Single,49,High School,118571,Management/officer/self-employed,Big City
100001291,Male,Single,31,High School,138906,Skilled,Big City
100001292,Male,Single,46,High School,98520,Skilled,Big City
100001293,Male,Single,46,High School,106576,Skilled,mid-Sized City
100001294,Male,Single,49,High School,121592,Skilled,mid-Sized City
100001295,Male,Single,29,High School,135605,unemployed/unskilled,mid-Sized City
100001296,Male,Single,37,High School,114552,Skilled,Big City
100001297,Male,Single,33,High School,151339,Management/officer/self-employed,mid-Sized City
100001298,Male,Single,71,Graduate,170387,Skilled,Big City
100001299,Male,Single,35,High School,118288,Skilled,Big City
100001300,Male,Single,40,High School,109992,Skilled,Big City
100001301,Female,Single,27,High School,90654,unemployed/unskilled,Small City
100001302,Female,Single,61,Graduate,113290,unemployed/unskilled,Small City
100001303,Female,Not-Single,29,High School,100093,Skilled,mid-Sized City
100001304,Female,Single,33,High School,109489,Skilled,Small City
100001305,Female,Single,56,Graduate,139427,unemployed/unskilled,Small City
100001306,Female,Not-Single,27,High School,123411,Skilled,mid-Sized City
100001307,Female,Not-Single,22,High School,137925,Skilled,Small City
100001308,Female,Not-Single,19,High School,99119,Skilled,Small City
100001309,Female,Not-Single,28,High School,91084,Skilled,mid-Sized City
100001310,Female,Not-Single,24,High School,110137,Skilled,mid-Sized City
100001311,Female,Not-Single,27,High School,67041,unemployed/unskilled,Small City
100001312,Female,Not-Single,30,High School,127299,Skilled,mid-Sized City
100001313,Female,Single,26,High School,84555,unemployed/unskilled,Small City
100001314,Female,Not-Single,26,High School,123895,Skilled,Small City
100001315,Female,Not-Single,23,High School,94324,Skilled,mid-Sized City
100001316,Female,Not-Single,28,High School,96062,Skilled,Small City
100001317,Female,Not-Single,67,Post-Graduate,144843,Skilled,Small City
100001318,Female,Not-Single,27,High School,107485,Skilled,mid-Sized City
100001319,Female,Not-Single,32,High School,98573,Skilled,Small City
100001320,Female,Single,24,High School,107462,unemployed/unskilled,Small City
100001321,Female,Not-Single,28,High School,115809,Skilled,mid-Sized City
100001322,Female,Single,48,Graduate,118749,unemployed/unskilled,Small City
100001323,Female,Not-Single,32,High School,139112,Skilled,mid-Sized City
100001324,Female,Not-Single,25,High School,94075,Skilled,Small City
100001325,Female,Not-Single,57,Graduate,62002,unemployed/unskilled,Small City
100001326,Female,Not-Single,28,High School,127262,Skilled,Small City
100001327,Female,Not-Single,24,High School,122846,Skilled,mid-Sized City
100001328,Female,Not-Single,25,High School,61907,unemployed/unskilled,Small City
100001329,Female,Single,31,High School,89287,unemployed/unskilled,Small City
100001330,Female,Single,33,High School,103696,Skilled,mid-Sized City
100001331,Female,Not-Single,50,Graduate,147603,Skilled,Small City
100001332,Female,Not-Single,58,Graduate,139229,unemployed/unskilled,mid-Sized City
100001333,Female,Not-Single,27,High School,107932,unemployed/unskilled,Small City
100001334,Female,Not-Single,48,Graduate,116235,unemployed/unskilled,Small City
100001335,Female,Not-Single,22,High School,85974,unemployed/unskilled,Small City
100001336,Female,Not-Single,40,High School,124001,unemployed/unskilled,Small City
100001337,Female,Not-Single,32,High School,121428,Skilled,Small City
100001338,Female,Single,25,High School,93233,unemployed/unskilled,Small City
100001339,Female,Not-Single,27,High School,67965,unemployed/unskilled,Small City
100001340,Female,Not-Single,27,High School,88001,unemployed/unskilled,Small City
100001341,Female,Not-Single,23,High School,129112,Skilled,Small City
100001342,Female,Not-Single,32,High School,109324,Skilled,mid-Sized City
100001343,Female,Not-Single,25,High School,112785,Skilled,mid-Sized City
100001344,Female,Not-Single,46,Graduate,136735,unemployed/unskilled,Small City
100001345,Female,Not-Single,21,High School,107779,Skilled,mid-Sized City
100001346,Female,Not-Single,29,High School,103526,Skilled,Small City
100001347,Female,Not-Single,31,High School,93171,unemployed/unskilled,Small City
100001348,Female,Single,26,High School,106559,unemployed/unskilled,Small City
100001349,Female,Not-Single,23,High School,112728,Skilled,mid-Sized City
100001350,Female,Single,38,High School,102855,Skilled,mid-Sized City
100001351,Female,Single,35,High School,85381,unemployed/unskilled,Small City
100001352,Female,Not-Single,27,High School,100762,Skilled,mid-Sized City
100001353,Female,Not-Single,22,High School,131445,Skilled,mid-Sized City
100001354,Female,Not-Single,52,Graduate,123194,Skilled,Small City
100001355,Female,Not-Single,19,High School,99519,Skilled,mid-Sized City
100001356,Female,Not-Single,23,High School,112853,Skilled,Small City
100001357,Female,Single,42,High School,110509,Skilled,Small City
100001358,Female,Not-Single,27,High School,106446,Skilled,mid-Sized City
100001359,Female,Not-Single,39,Graduate,89665,unemployed/unskilled,Small City
100001360,Female,Not-Single,50,Graduate,128233,Skilled,mid-Sized City
100001361,Female,Not-Single,36,High School,133615,Skilled,Small City
100001362,Female,Not-Single,25,High School,115833,Skilled,mid-Sized City
100001363,Female,Not-Single,27,High School,65560,unemployed/unskilled,Small City
100001364,Female,Not-Single,30,High School,118642,Skilled,Small City
100001365,Female,Single,22,High School,63635,unemployed/unskilled,Small City
100001366,Female,Not-Single,27,High School,122649,Skilled,mid-Sized City
100001367,Female,Single,31,High School,143321,Management/officer/self-employed,mid-Sized City
100001368,Female,Not-Single,29,High School,99556,Skilled,Small City
100001369,Female,Single,34,High School,36760,unemployed/unskilled,Small City
100001370,Female,Single,33,High School,71935,unemployed/unskilled,Small City
100001371,Female,Not-Single,26,High School,114977,Skilled,Small City
100001372,Female,Not-Single,36,High School,147691,Skilled,mid-Sized City
100001373,Female,Not-Single,26,High School,54296,unemployed/unskilled,Small City
100001374,Female,Not-Single,39,High School,80014,unemployed/unskilled,Small City
100001375,Female,Not-Single,44,Graduate,77887,unemployed/unskilled,Small City
100001376,Female,Not-Single,46,Graduate,98517,unemployed/unskilled,Small City
100001377,Female,Not-Single,31,High School,103012,unemployed/unskilled,Small City
100001378,Female,Single,26,High School,121377,Skilled,Small City
100001379,Female,Not-Single,22,High School,91359,Skilled,mid-Sized City
100001380,Female,Single,48,Graduate,104833,unemployed/unskilled,Small City
100001381,Female,Not-Single,27,High School,101209,Skilled,Small City
100001382,Female,Single,30,High School,58207,unemployed/unskilled,Small City
100001383,Female,Not-Single,27,High School,116708,Skilled,mid-Sized City
100001384,Female,Not-Single,36,High School,107471,Skilled,mid-Sized City
100001385,Female,Not-Single,31,High School,128495,Skilled,Small City
100001386,Female,Single,21,High School,124468,Skilled,Small City
100001387,Female,Not-Single,26,High School,106922,Skilled,mid-Sized City
100001388,Female,Single,24,High School,104291,Skilled,Small City
100001389,Female,Not-Single,29,High School,98204,Skilled,Small City
100001390,Female,Not-Single,32,High School,127071,Skilled,Small City
100001391,Female,Not-Single,45,Graduate,85115,unemployed/unskilled,Small City
100001392,Female,Not-Single,58,Graduate,104013,unemployed/unskilled,Small City
100001393,Female,Not-Single,25,High School,89863,Skilled,Small City
100001394,Female,Not-Single,67,Post-Graduate,135300,Skilled,Small City
100001395,Female,Not-Single,53,Graduate,107861,unemployed/unskilled,Small City
100001396,Female,Not-Single,24,High School,123994,Skilled,Small City
100001397,Female,Single,20,High School,91270,unemployed/unskilled,Small City
100001398,Female,Not-Single,71,Post-Graduate,133245,unemployed/unskilled,Small City
100001399,Female,Not-Single,31,High School,118594,Skilled,mid-Sized City
100001400,Female,Not-Single,27,High School,40606,unemployed/unskilled,Small City
100001401,Female,Not-Single,36,High School,129304,unemployed/unskilled,Small City
100001402,Female,Not-Single,25,High School,113118,Skilled,Small City
100001403,Female,Single,41,High School,133131,Skilled,Small City
100001404,Female,Not-Single,30,High School,106876,Skilled,mid-Sized City
100001405,Female,Not-Single,32,High School,130870,Skilled,mid-Sized City
100001406,Female,Not-Single,29,High School,125621,unemployed/unskilled,Small City
100001407,Female,Single,27,High School,78923,unemployed/unskilled,Small City
100001408,Female,Not-Single,32,High School,123983,Skilled,Small City
100001409,Female,Not-Single,25,High School,75184,unemployed/unskilled,Small City
100001410,Female,Single,24,High School,109693,Skilled,Small City
100001411,Female,Not-Single,63,Graduate,86273,unemployed/unskilled,Small City
100001412,Female,Single,42,Graduate,113190,unemployed/unskilled,Small City
100001413,Female,Not-Single,22,High School,109274,unemployed/unskilled,Small City
100001414,Female,Not-Single,46,Graduate,143489,Skilled,mid-Sized City
100001415,Female,Not-Single,24,High School,99570,Skilled,mid-Sized City
100001416,Female,Single,30,High School,139468,Skilled,mid-Sized City
100001417,Female,Not-Single,44,Graduate,108627,unemployed/unskilled,Small City
100001418,Female,Single,25,High School,106355,Skilled,Small City
100001419,Female,Not-Single,27,High School,96952,Skilled,Small City
100001420,Female,Not-Single,27,High School,141502,Skilled,mid-Sized City
100001421,Female,Not-Single,34,High School,110420,Skilled,mid-Sized City
100001422,Female,Not-Single,18,High School,97741,Skilled,mid-Sized City
100001423,Female,Not-Single,25,High School,99583,Skilled,mid-Sized City
100001424,Female,Not-Single,21,High School,63698,unemployed/unskilled,Small City
100001425,Female,Not-Single,26,High School,116688,Skilled,mid-Sized City
100001426,Female,Not-Single,27,High School,131542,Management/officer/self-employed,mid-Sized City
100001427,Female,Single,25,High School,136055,Skilled,mid-Sized City
100001428,Female,Not-Single,30,High School,100195,Skilled,mid-Sized City
100001429,Female,Single,66,Post-Graduate,131001,Skilled,Small City
100001430,Female,Not-Single,25,High School,104062,Skilled,mid-Sized City
100001431,Female,Not-Single,43,Graduate,137689,Skilled,Small City
100001432,Female,Not-Single,35,High School,137705,Skilled,mid-Sized City
100001433,Female,Single,70,Post-Graduate,69915,unemployed/unskilled,Small City
100001434,Female,Single,35,High School,68731,unemployed/unskilled,Small City
100001435,Female,Not-Single,26,High School,105726,Skilled,Small City
100001436,Female,Single,29,High School,78078,unemployed/unskilled,Small City
100001437,Female,Not-Single,22,High School,110835,unemployed/unskilled,Small City
100001438,Female,Single,26,High School,115531,Skilled,mid-Sized City
100001439,Female,Not-Single,36,High School,92723,unemployed/unskilled,Small City
100001440,Female,Not-Single,35,High School,107509,Skilled,mid-Sized City
100001441,Female,Not-Single,28,High School,116763,Skilled,mid-Sized City
100001442,Female,Not-Single,24,High School,100733,Skilled,Small City
100001443,Female,Not-Single,34,High School,92652,unemployed/unskilled,Small City
100001444,Female,Not-Single,25,High School,106987,Skilled,Small City
100001445,Female,Not-Single,54,Graduate,51882,unemployed/unskilled,Small City
100001446,Female,Single,46,Graduate,104751,unemployed/unskilled,Small City
100001447,Female,Not-Single,42,High School,50947,unemployed/unskilled,Small City
100001448,Female,Single,45,Graduate,126986,unemployed/unskilled,Small City
100001449,Female,Single,48,Graduate,110223,unemployed/unskilled,Small City
100001450,Female,Single,21,High School,100591,unemployed/unskilled,Small City
100001451,Female,Not-Single,31,High School,123257,Skilled,Small City
100001452,Female,Single,35,High School,137736,Skilled,mid-Sized City
100001453,Female,Not-Single,36,High School,110221,Skilled,mid-Sized City
100001454,Female,Not-Single,32,High School,99703,unemployed/unskilled,Small City
100001455,Female,Not-Single,26,High School,106667,unemployed/unskilled,Small City
100001456,Female,Not-Single,34,High School,143319,Skilled,Small City
100001457,Female,Not-Single,65,Graduate,135557,Skilled,mid-Sized City
100001458,Female,Not-Single,50,Graduate,93390,unemployed/unskilled,Small City
100001459,Female,Not-Single,39,High School,97577,Skilled,Small City
100001460,Female,Single,52,Graduate,124196,unemployed/unskilled,Small City
100001461,Female,Not-Single,36,High School,81136,unemployed/unskilled,Small City
100001462,Female,Not-Single,29,High School,119439,Skilled,Small City
100001463,Female,Not-Single,36,High School,145231,Skilled,mid-Sized City
100001464,Female,Not-Single,36,High School,85623,unemployed/unskilled,Small City
100001465,Female,Not-Single,27,High School,145373,Skilled,mid-Sized City
100001466,Female,Not-Single,36,High School,135896,Management/officer/self-employed,mid-Sized City
100001467,Female,Not-Single,26,High School,106470,Skilled,mid-Sized City
100001468,Female,Single,57,Graduate,113334,Skilled,mid-Sized City
100001469,Female,Single,27,High School,100560,unemployed/unskilled,Small City
100001470,Female,Not-Single,58,Graduate,108442,unemployed/unskilled,Small City
100001471,Female,Not-Single,27,High School,64472,unemployed/unskilled,Small City
100001472,Female,Not-Single,49,Graduate,120207,Skilled,Small City
100001473,Female,Not-Single,43,Graduate,101680,Skilled,Small City
100001474,Female,Single,45,Graduate,92342,unemployed/unskilled,Small City
100001475,Female,Not-Single,27,High School,98611,unemployed/unskilled,Small City
100001476,Female,Not-Single,34,High School,97613,Skilled,mid-Sized City
100001477,Female,Not-Single,21,High School,82298,unemployed/unskilled,Small City
100001478,Female,Not-Single,54,Graduate,125302,Skilled,mid-Sized City
100001479,Female,Not-Single,43,Graduate,108725,unemployed/unskilled,Small City
100001480,Female,Single,25,High School,85569,unemployed/unskilled,Small City
100001481,Female,Single,57,Graduate,110372,unemployed/unskilled,Small City
100001482,Female,Not-Single,26,High School,100511,Skilled,mid-Sized City
100001483,Female,Single,30,High School,110455,Skilled,Small City
100001484,Female,Single,58,Graduate,141993,unemployed/unskilled,Small City
100001485,Female,Not-Single,25,High School,121789,Skilled,mid-Sized City
100001486,Female,Not-Single,23,High School,138967,Skilled,Small City
100001487,Female,Single,22,High School,105230,Skilled,Small City
100001488,Female,Not-Single,21,High School,90656,Skilled,mid-Sized City
100001489,Female,Not-Single,20,High School,115445,Skilled,mid-Sized City
100001490,Female,Not-Single,22,High School,59955,unemployed/unskilled,Small City
100001491,Female,Single,27,High School,126268,Skilled,mid-Sized City
100001492,Female,Single,24,High School,80830,unemployed/unskilled,Small City
100001493,Female,Not-Single,23,High School,123625,Skilled,Small City
100001494,Female,Not-Single,26,High School,102543,Skilled,mid-Sized City
100001495,Female,Single,28,High School,101948,Skilled,Small City
100001496,Female,Not-Single,64,Post-Graduate,142280,Skilled,Small City
100001497,Female,Not-Single,26,High School,105434,Skilled,mid-Sized City
100001498,Female,Not-Single,31,High School,106115,Skilled,Small City
100001499,Female,Single,28,High School,111057,unemployed/unskilled,Small City
100001500,Female,Not-Single,25,High School,117758,Skilled,mid-Sized City
100001501,Female,Single,49,Graduate,118396,unemployed/unskilled,Small City
100001502,Female,Not-Single,33,High School,136260,Skilled,mid-Sized City
100001503,Female,Single,27,High School,97192,Skilled,Small City
100001504,Female,Not-Single,59,Graduate,62101,unemployed/unskilled,Small City
100001505,Female,Not-Single,28,High School,123497,Skilled,Small City
100001506,Female,Not-Single,24,High School,120326,Skilled,mid-Sized City
100001507,Female,Not-Single,26,High School,66645,unemployed/unskilled,Small City
100001508,Female,Single,33,High School,83429,unemployed/unskilled,Small City
100001509,Female,Single,37,High School,107539,Skilled,mid-Sized City
100001510,Female,Not-Single,46,Graduate,153880,Skilled,Small City
100001511,Female,Not-Single,62,Graduate,140178,unemployed/unskilled,mid-Sized City
100001512,Female,Single,26,High School,100402,unemployed/unskilled,Small City
100001513,Female,Not-Single,49,Graduate,122158,unemployed/unskilled,Small City
100001514,Female,Not-Single,25,High School,89331,unemployed/unskilled,Small City
100001515,Female,Not-Single,37,High School,125359,unemployed/unskilled,Small City
100001516,Female,Single,31,High School,124110,Skilled,Small City
100001517,Female,Single,25,High School,93526,unemployed/unskilled,Small City
100001518,Female,Not-Single,21,High School,70170,unemployed/unskilled,Small City
100001519,Female,Not-Single,27,High School,82357,unemployed/unskilled,Small City
100001520,Female,Not-Single,29,High School,126745,Skilled,Small City
100001521,Female,Not-Single,30,High School,103326,Skilled,mid-Sized City
100001522,Female,Not-Single,26,High School,116048,Skilled,mid-Sized City
100001523,Female,Not-Single,40,Graduate,137115,unemployed/unskilled,Small City
100001524,Female,Not-Single,23,High School,105365,Skilled,mid-Sized City
100001525,Female,Not-Single,31,High School,95911,Skilled,Small City
100001526,Female,Not-Single,29,High School,88669,unemployed/unskilled,Small City
100001527,Female,Single,22,High School,103776,unemployed/unskilled,Small City
100001528,Female,Not-Single,26,High School,108864,Skilled,mid-Sized City
100001529,Female,Single,39,High School,106037,Skilled,mid-Sized City
100001530,Female,Single,35,High School,84851,unemployed/unskilled,Small City
100001531,Female,Not-Single,26,High School,95748,Skilled,mid-Sized City
100001532,Female,Not-Single,28,High School,133616,Skilled,mid-Sized City
100001533,Female,Not-Single,56,Graduate,132752,Skilled,Small City
100001534,Female,Not-Single,22,High School,95712,Skilled,mid-Sized City
100001535,Female,Not-Single,26,High School,109063,Skilled,Small City
100001536,Female,Single,41,High School,113521,Skilled,Small City
100001537,Female,Not-Single,29,High School,109380,Skilled,mid-Sized City
100001538,Female,Not-Single,42,Graduate,82558,unemployed/unskilled,Small City
100001539,Female,Not-Single,50,Graduate,124777,Skilled,mid-Sized City
100001540,Female,Not-Single,33,High School,133542,Skilled,Small City
100001541,Female,Not-Single,28,High School,116492,Skilled,mid-Sized City
100001542,Female,Not-Single,27,High School,68834,unemployed/unskilled,Small City
100001543,Female,Not-Single,27,High School,124023,Skilled,Small City
100001544,Female,Single,28,High School,63882,unemployed/unskilled,Small City
100001545,Female,Not-Single,24,High School,122492,Skilled,mid-Sized City
100001546,Female,Single,28,High School,141453,Management/officer/self-employed,mid-Sized City
100001547,Female,Not-Single,32,High School,99327,Skilled,Small City
100001548,Female,Single,32,High School,45590,unemployed/unskilled,Small City
100001549,Female,Single,30,High School,71167,unemployed/unskilled,Small City
100001550,Female,Not-Single,29,High School,111992,Skilled,Small City
100001551,Female,Not-Single,37,High School,145140,Skilled,mid-Sized City
100001552,Female,Not-Single,24,High School,49672,unemployed/unskilled,Small City
100001553,Female,Not-Single,36,High School,75536,unemployed/unskilled,Small City
100001554,Female,Not-Single,40,Graduate,86720,unemployed/unskilled,Small City
100001555,Female,Not-Single,51,Graduate,97729,unemployed/unskilled,Small City
100001556,Female,Not-Single,33,High School,106808,unemployed/unskilled,Small City
100001557,Female,Single,31,High School,117971,Skilled,Small City
100001558,Female,Not-Single,29,High School,97731,Skilled,mid-Sized City
100001559,Female,Single,48,Graduate,109196,unemployed/unskilled,Small City
100001560,Female,Not-Single,25,High School,94905,Skilled,Small City
100001561,Female,Single,28,High School,57480,unemployed/unskilled,Small City
100001562,Female,Not-Single,23,High School,109175,Skilled,mid-Sized City
100001563,Female,Not-Single,32,High School,111174,Skilled,mid-Sized City
100001564,Female,Not-Single,34,High School,127255,Skilled,Small City
100001565,Female,Single,23,High School,115499,Skilled,Small City
100001566,Female,Not-Single,25,High School,109499,Skilled,mid-Sized City
100001567,Female,Single,25,High School,104696,Skilled,Small City
100001568,Female,Not-Single,27,High School,104467,Skilled,Small City
100001569,Female,Not-Single,29,High School,120157,Skilled,Small City
100001570,Female,Not-Single,46,Graduate,81200,unemployed/unskilled,Small City
100001571,Female,Not-Single,61,Graduate,97558,unemployed/unskilled,Small City
100001572,Female,Not-Single,25,High School,95914,Skilled,Small City
100001573,Female,Not-Single,67,Post-Graduate,128053,Skilled,Small City
100001574,Female,Not-Single,49,Graduate,101734,unemployed/unskilled,Small City
100001575,Female,Not-Single,21,High School,126009,Skilled,Small City
100001576,Female,Single,19,High School,91232,unemployed/unskilled,Small City
100001577,Female,Not-Single,67,Post-Graduate,128343,unemployed/unskilled,Small City
100001578,Female,Not-Single,31,High School,110040,Skilled,mid-Sized City
100001579,Female,Not-Single,27,High School,38247,unemployed/unskilled,Small City
100001580,Female,Not-Single,37,High School,129027,unemployed/unskilled,Small City
100001581,Female,Not-Single,27,High School,115026,Skilled,Small City
100001582,Female,Single,36,High School,130323,Skilled,Small City
100001583,Female,Not-Single,24,High School,103181,Skilled,mid-Sized City
100001584,Female,Not-Single,31,High School,138307,Skilled,mid-Sized City
100001585,Female,Not-Single,29,High School,122564,unemployed/unskilled,Small City
100001586,Female,Single,28,High School,82351,unemployed/unskilled,Small City
100001587,Female,Not-Single,34,High School,125351,Skilled,Small City
100001588,Female,Not-Single,26,High School,82940,unemployed/unskilled,Small City
100001589,Female,Single,21,High School,108029,Skilled,Small City
100001590,Female,Not-Single,63,Graduate,82734,unemployed/unskilled,Small City
100001591,Female,Single,38,Graduate,116816,unemployed/unskilled,Small City
100001592,Female,Not-Single,20,High School,113472,unemployed/unskilled,Small City
100001593,Female,Not-Single,44,Graduate,143343,Skilled,mid-Sized City
100001594,Female,Not-Single,31,High School,104074,Skilled,mid-Sized City
100001595,Female,Single,33,High School,138525,Skilled,mid-Sized City
100001596,Female,Not-Single,49,Graduate,106960,unemployed/unskilled,Small City
100001597,Female,Single,26,High School,108323,Skilled,Small City
100001598,Female,Not-Single,28,High School,95784,Skilled,Small City
100001599,Female,Not-Single,30,High School,140673,Skilled,mid-Sized City
100001600,Female,Not-Single,36,High School,104235,Skilled,mid-Sized City
100001601,Female,Not-Single,27,High School,54041,unemployed/unskilled,Small City
100001602,Male,Single,23,Unknown/Other,107961,unemployed/unskilled,Small City
100001603,Male,Single,31,Unknown/Other,113757,Skilled,Small City
100001604,Female,Not-Single,27,High School,94884,Skilled,Small City
100001605,Female,Not-Single,25,High School,126041,Skilled,Small City
100001606,Female,Not-Single,23,High School,64952,unemployed/unskilled,Small City
100001607,Male,Not-Single,27,High School,66764,unemployed/unskilled,Small City
100001608,Female,Single,38,High School,67861,unemployed/unskilled,Small City
100001609,Male,Single,44,High School,113516,unemployed/unskilled,Small City
100001610,Female,Not-Single,42,High School,46109,unemployed/unskilled,Small City
100001611,Female,Not-Single,25,High School,103651,unemployed/unskilled,Small City
100001612,Male,Not-Single,40,High School,75043,unemployed/unskilled,Small City
100001613,Female,Not-Single,24,High School,116473,unemployed/unskilled,Small City
100001614,Female,Single,39,High School,96614,unemployed/unskilled,Small City
100001615,Male,Single,24,Unknown/Other,66447,unemployed/unskilled,Small City
100001616,Female,Single,50,High School,119068,Skilled,Small City
100001617,Female,Not-Single,28,High School,122973,unemployed/unskilled,Small City
100001618,Female,Not-Single,36,High School,81609,unemployed/unskilled,Small City
100001619,Male,Single,36,High School,105519,Skilled,Small City
100001620,Female,Not-Single,40,High School,86649,unemployed/unskilled,Small City
100001621,Female,Single,31,Unknown/Other,76384,unemployed/unskilled,Small City
100001622,Male,Not-Single,27,High School,67136,unemployed/unskilled,Small City
100001623,Female,Not-Single,35,High School,93155,unemployed/unskilled,Small City
100001624,Male,Single,51,High School,124183,unemployed/unskilled,Small City
100001625,Female,Single,26,Unknown/Other,64860,unemployed/unskilled,Small City
100001626,Male,Single,33,High School,87232,unemployed/unskilled,Small City
100001627,Female,Not-Single,27,High School,92304,unemployed/unskilled,Small City
100001628,Male,Single,38,High School,84254,unemployed/unskilled,Small City
100001629,Female,Single,30,Unknown/Other,106696,Skilled,Small City
100001630,Male,Single,28,Unknown/Other,113212,Skilled,Small City
100001631,Male,Single,23,Unknown/Other,71076,unemployed/unskilled,Small City
100001632,Female,Not-Single,23,High School,114270,unemployed/unskilled,Small City
100001633,Female,Not-Single,26,High School,125538,Skilled,Small City
100001634,Female,Not-Single,21,High School,92442,unemployed/unskilled,Small City
100001635,Female,Single,36,High School,75297,unemployed/unskilled,Small City
100001636,Female,Not-Single,24,High School,65707,unemployed/unskilled,Small City
100001637,Male,Single,41,High School,120387,Skilled,Small City
100001638,Male,Single,42,High School,120946,Skilled,Small City
100001639,Male,Single,27,Unknown/Other,73265,unemployed/unskilled,Small City
100001640,Male,Not-Single,40,High School,77481,unemployed/unskilled,Small City
100001641,Female,Not-Single,34,High School,91282,unemployed/unskilled,Small City
100001642,Male,Single,40,High School,104405,unemployed/unskilled,Small City
100001643,Male,Single,33,High School,99646,Skilled,Small City
100001644,Female,Single,49,High School,97791,unemployed/unskilled,Small City
100001645,Male,Single,28,Unknown/Other,81878,unemployed/unskilled,Small City
100001646,Female,Not-Single,26,High School,107908,Skilled,Small City
100001647,Female,Single,40,High School,98608,unemployed/unskilled,Small City
100001648,Male,Single,47,High School,95228,unemployed/unskilled,Small City
100001649,Female,Not-Single,41,High School,128163,Skilled,Small City
100001650,Female,Not-Single,29,High School,94325,unemployed/unskilled,Small City
100001651,Female,Not-Single,37,High School,90815,unemployed/unskilled,Small City
100001652,Male,Single,31,Unknown/Other,120719,Skilled,Small City
100001653,Male,Single,35,High School,110159,Skilled,Small City
100001654,Male,Single,35,High School,124490,Skilled,Small City
100001655,Female,Not-Single,29,High School,75161,unemployed/unskilled,Small City
100001656,Female,Single,37,High School,127206,Skilled,Small City
100001657,Male,Single,37,High School,83660,unemployed/unskilled,Small City
100001658,Female,Not-Single,26,High School,87400,unemployed/unskilled,Small City
100001659,Female,Not-Single,28,High School,78942,unemployed/unskilled,Small City
100001660,Female,Not-Single,23,High School,88452,unemployed/unskilled,Small City
100001661,Male,Single,38,High School,104128,Skilled,Small City
100001662,Female,Not-Single,30,High School,100313,Skilled,Small City
100001663,Female,Single,45,High School,107387,Skilled,Small City
100001664,Male,Single,24,Unknown/Other,84355,unemployed/unskilled,Small City
100001665,Female,Single,35,High School,112723,Skilled,Small City
100001666,Female,Not-Single,41,High School,115892,Skilled,Small City
100001667,Male,Not-Single,30,High School,106597,Skilled,Small City
100001668,Female,Not-Single,30,High School,121327,Skilled,Small City
100001669,Female,Not-Single,26,High School,92559,unemployed/unskilled,Small City
100001670,Female,Not-Single,25,High School,87537,unemployed/unskilled,Small City
100001671,Female,Not-Single,23,High School,70569,unemployed/unskilled,Small City
100001672,Female,Not-Single,27,High School,85294,unemployed/unskilled,Small City
100001673,Female,Single,26,Unknown/Other,70905,unemployed/unskilled,Small City
100001674,Male,Single,25,Unknown/Other,103716,unemployed/unskilled,Small City
100001675,Male,Not-Single,27,High School,94947,Skilled,Small City
100001676,Female,Single,42,High School,80116,unemployed/unskilled,Small City
100001677,Male,Single,35,High School,86492,unemployed/unskilled,Small City
100001678,Female,Not-Single,25,High School,88672,unemployed/unskilled,Small City
100001679,Female,Not-Single,26,High School,82984,unemployed/unskilled,Small City
100001680,Male,Single,38,High School,128100,Skilled,Small City
100001681,Female,Single,28,Unknown/Other,72869,unemployed/unskilled,Small City
100001682,Male,Not-Single,33,High School,112227,Skilled,Small City
100001683,Female,Single,40,High School,94674,unemployed/unskilled,Small City
100001684,Female,Not-Single,23,High School,101003,Skilled,Small City
100001685,Female,Single,25,Unknown/Other,112924,Skilled,Small City
